./IMG/center_2017_07_03_09_39_01_873.jpg,./IMG/left_2017_07_03_09_39_01_873.jpg,./IMG/right_2017_07_03_09_39_01_873.jpg,-0.05,0.6269468,0,0.8110281
./IMG/center_2017_07_03_09_39_01_940.jpg,./IMG/left_2017_07_03_09_39_01_940.jpg,./IMG/right_2017_07_03_09_39_01_940.jpg,-0.2,0.8073866,0,1.326048
./IMG/center_2017_07_03_09_39_02_007.jpg,./IMG/left_2017_07_03_09_39_02_007.jpg,./IMG/right_2017_07_03_09_39_02_007.jpg,-0.35,0.9870839,0,1.971577
./IMG/center_2017_07_03_09_39_02_075.jpg,./IMG/left_2017_07_03_09_39_02_075.jpg,./IMG/right_2017_07_03_09_39_02_075.jpg,-0.5500001,1,0,2.854981
./IMG/center_2017_07_03_09_39_02_144.jpg,./IMG/left_2017_07_03_09_39_02_144.jpg,./IMG/right_2017_07_03_09_39_02_144.jpg,-0.7,1,0,3.535312
./IMG/center_2017_07_03_09_39_02_278.jpg,./IMG/left_2017_07_03_09_39_02_278.jpg,./IMG/right_2017_07_03_09_39_02_278.jpg,-0.6429887,1,0,5.125793
./IMG/center_2017_07_03_09_39_02_346.jpg,./IMG/left_2017_07_03_09_39_02_346.jpg,./IMG/right_2017_07_03_09_39_02_346.jpg,-0.4646511,1,0,5.82689
./IMG/center_2017_07_03_09_39_02_414.jpg,./IMG/left_2017_07_03_09_39_02_414.jpg,./IMG/right_2017_07_03_09_39_02_414.jpg,-0.2234042,1,0,6.752158
./IMG/center_2017_07_03_09_39_02_482.jpg,./IMG/left_2017_07_03_09_39_02_482.jpg,./IMG/right_2017_07_03_09_39_02_482.jpg,-0.0461172,1,0,7.433504
./IMG/center_2017_07_03_09_39_02_958.jpg,./IMG/left_2017_07_03_09_39_02_958.jpg,./IMG/right_2017_07_03_09_39_02_958.jpg,-0.05,1,0,12.73385
./IMG/center_2017_07_03_09_39_03_026.jpg,./IMG/left_2017_07_03_09_39_03_026.jpg,./IMG/right_2017_07_03_09_39_03_026.jpg,-0.1723341,1,0,13.34588
./IMG/center_2017_07_03_09_39_03_363.jpg,./IMG/left_2017_07_03_09_39_03_363.jpg,./IMG/right_2017_07_03_09_39_03_363.jpg,-0.05,1,0,17.11206
./IMG/center_2017_07_03_09_39_03_432.jpg,./IMG/left_2017_07_03_09_39_03_432.jpg,./IMG/right_2017_07_03_09_39_03_432.jpg,-0.25,1,0,17.90615
